Ward,Suburb,Property_Code,Park_Name,Node_Id,Node_Name,Item_Id,Item_Type,Item_Description,Latitude,Longitude,Easting,Northing
THE GAP,BARDON,D0178,BOWMAN PARK,19618,BARDON LATROBE JR SOCCER & SPORTING FACILITY,42605,TAP COMBINATION,BUBBLER & TAP,-27.4577483,152.9764017,497668,6962863
THE GAP,BARDON,D0178,BOWMAN PARK,19620,DAVID AVE PLAYGROUND,110965,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4568565,152.9766237,497690,6962962
THE GAP,BARDON,D0178,BOWMAN PARK,19621,BALANCE OF PARK,111121,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4589706,152.9777749,497804,6962728
THE GAP,BARDON,D0178,BOWMAN PARK,23745,BOWMAN PK FITNESS STATION,12523,TAP COMBINATION,BUBBLER & TAP,-27.4570669,152.9779597,497822,6962939
THE GAP,BARDON,D0178,BOWMAN PARK,19625,SIMPSONS RD PICNIC AREA,44725,TAP COMBINATION,BUBBLER & TAP,-27.4590002,152.9780588,497832,6962724
PADDINGTON,BARDON,D0182,JUBILEE PARK,19600,JUBILEE PK PLAYGROUND,69729,TAP COMBINATION,BUBBLER & TAP,-27.4521524,152.9813169,498154,6963483
PADDINGTON,BARDON,D0183,FLETCHER PARADE PARK (NOS.161-231),19595,FLETCHER PDE PICNIC AREA,111182,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4515388,152.9808476,498107,6963551
PADDINGTON,BARDON,D0183,FLETCHER PARADE PARK (NOS.161-231),19591,BARDON LIONS PK PLAYGROUND,111149,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4512347,152.9813847,498161,6963585
ENOGGERA,NEWMARKET,D1316,FREE STREET PARK,29395,FREE ST PICNIC AREA,80874,TAP COMBINATION,BUBBLER & TAP,-27.4443843,153.0028013,500277,6964344
PADDINGTON,RED HILL,D0191,GILBERT PARK,12489,KENWYN RD DOG OFF LEASH AREA,38021,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.4493681,152.9971448,499718,6963792
PADDINGTON,RED HILL,D0191,GILBERT PARK,12491,KENWYN RD PLAYGROUND,31658,TAP COMBINATION,BUBBLER & TAP,-27.4490924,152.9973511,499738,6963822
THE GAP,RED HILL,D0192,WOOLCOCK PARK,26662,WOOLCOCK PK PICNIC AREA,36819,BUBBLER/DRINKING FOUNTAIN,DIABLED ACCESS BUBBLER,-27.4488192,152.9989410,499895,6963852
THE GAP,RED HILL,D0192,WOOLCOCK PARK,12476,WOOLCOCK PK PLAYGROUND,28722,BUBBLER/DRINKING FOUNTAIN,BUBBLER - DISABLED ACCESS,-27.4494104,152.9991782,499919,6963787
THE GAP,RED HILL,D0192,WOOLCOCK PARK,12479,BALANCE OF PARK,22925,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4489984,152.9991541,499916,6963832
THE GAP,RED HILL,D0192,WOOLCOCK PARK,12479,BALANCE OF PARK,22924,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4497173,152.9992245,499923,6963753
THE GAP,THE GAP,D0140,PATEN PARK,19511,PATEN PK DOG OFF LEASH AREA,30689,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.4520538,152.9524115,495298,6963493
THE GAP,THE GAP,D0140,PATEN PARK,19511,PATEN PK DOG OFF LEASH AREA,52744,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4517128,152.9528649,495342,6963531
THE GAP,THE GAP,D0140,PATEN PARK,19514,PATEN PK PLAYGROUND,17059,TAP COMBINATION,BUBBLER & TAP,-27.4515938,152.9533556,495391,6963544
THE GAP,THE GAP,D0141,ALFRED & LUCINDA BEST PARK,29149,ALFRED & LUCINDA BEST PK HALF COURT & BMX CIRCUIT,88709,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4487554,152.9537649,495431,6963859
THE GAP,THE GAP,D0155,CORRAMULLING PARK,19470,SCOUT HUT,48583,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4482571,152.9309554,493177,6963913
THE GAP,THE GAP,D0155,CORRAMULLING PARK,30187,PINE BARK SOFTFALL WITH EDGING,22458,TAP COMBINATION,BUBBLER & TAP,-27.4497525,152.9413690,494206,6963748
THE GAP,THE GAP,D0160,WALTON BRIDGE RESERVE,34857,WALTON BRIDGE STAGE,42881,TAP COMBINATION,BUBBLER & TAP,-27.4457131,152.9540312,495457,6964196
THE GAP,THE GAP,D0160,WALTON BRIDGE RESERVE,29161,SHARED BIKEWAY & PATH NETWORK (FISH CK SECTION),45873,TAP COMBINATION,BUBBLER & TAP,-27.4446785,152.9541141,495465,6964310
THE GAP,THE GAP,D0160,WALTON BRIDGE RESERVE,19454,WALTON BRIDGE RES PICNIC AREA (NEAR POLICE STATION),42882,TAP COMBINATION,BUBBLER & TAP,-27.4448908,152.9542706,495481,6964287
THE GAP,THE GAP,D0160,WALTON BRIDGE RESERVE,19748,WATERWORKS RD PICNIC AREA (NEAR BRIDGE),5188,TAP COMBINATION,BUBBLER & TAP,-27.4448484,152.9551316,495566,6964291
THE GAP,THE GAP,D0160,WALTON BRIDGE RESERVE,34851,BALANCE OF PARK,44647,TAP COMBINATION,BUBBLER & TAP,-27.4457866,152.9551289,495566,6964187
THE GAP,THE GAP,D0637,WITTONGA PARK,19405,ALUTHA RD DOG OFF LEASH AREA,44777,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.4396968,152.9319579,493276,6964861
THE GAP,THE GAP,D0637,WITTONGA PARK,19405,ALUTHA RD DOG OFF LEASH AREA,29910,TAP COMBINATION,BUBBLER & TAP,-27.4399541,152.9322685,493306,6964832
THE GAP,THE GAP,D0637,WITTONGA PARK,19408,BALANCE OF PARK,88304,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4398059,152.9328325,493362,6964849
THE GAP,THE GAP,D0637,WITTONGA PARK,19408,BALANCE OF PARK,80309,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4388563,152.9342243,493500,6964954
THE GAP,THE GAP,D0637,WITTONGA PARK,19408,BALANCE OF PARK,32189,TAP COMBINATION,BUBBLER & TAP,-27.4391535,152.9347022,493547,6964921
THE GAP,THE GAP,D0786,TILQUIN STREET PARK,19351,TILQUIN ST PLAYGROUND,88368,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4365397,152.9458345,494647,6965211
THE GAP,THE GAP,D0851,RON WARD PARK,19337,RON WARD PK PLAYGROUND,88358,TAP COMBINATION,BUBBLER & TAP,-27.4319789,152.9419625,494264,6965716
THE GAP,THE GAP,D1015,ALAN WILLING PLACE PARK,19363,ALAN WILLING PLAYGROUND,10826,TAP COMBINATION,BUBBLER & TAP,-27.4479607,152.9591690,495965,6963947
THE GAP,THE GAP,D1155,ALLAMANDA STREET PARK,19263,BALANCE OF PARK,2945,TAP COMBINATION,BUBBLER & TAP,-27.4500653,152.9352486,493601,6963713
THE GAP,THE GAP,D1809,BADRICK PARK,19223,INWOOD PLACE PLAYGROUND,88234,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4322746,152.9389038,493962,6965683
THE GAP,THE GAP,D1844,DONEGAL PLACE PARK,19218,BALANCE OF PARK,88228,TAP COMBINATION,BUBBLER & TAP,-27.4329859,152.9417282,494241,6965605
PADDINGTON,AUCHENFLOWER,D0474,MOORLANDS PARK,19774,MOORLANDS PK PLAYGROUND,110585,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4789837,152.9972730,499731,6960511
PADDINGTON,TOOWONG,D0475,REGATTA PARK,19769,REGATTA FERRY TERMINAL,12825,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4830537,152.9966885,499673,6960060
PADDINGTON,TOOWONG,D0475,REGATTA PARK,19768,BALANCE OF PARK,110572,TAP COMBINATION,BUBBLER & TAP,-27.4811915,152.9975412,499757,6960267
PADDINGTON,AUCHENFLOWER,D0476,DUNMORE PARK,19757,DUNMORE PK PLAYGROUND,110680,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4748395,152.9987479,499876,6960970
PADDINGTON,BARDON,D0466,NORMAN BUCHAN PARK,19833,RAINWORTH RD PLAYGROUND,42990,TAP COMBINATION,BUBBLER & TAP,-27.4661894,152.9891952,498932,6961928
PADDINGTON,BARDON,D0466,NORMAN BUCHAN PARK,26682,BAROONA RD PICNIC AREA,5891,TAP COMBINATION,BUBBLER & TAP,-27.4655788,152.9896481,498977,6961996
PADDINGTON,BARDON,D0473,RAINWORTH PARK,29831,RAINWORTH PK PICNIC AREA,110917,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4670002,152.9829185,498312,6961838
PADDINGTON,PETRIE TERRACE,D0070,HARDGRAVE PARK,12633,BALANCE OF PARK,34555,TAP COMBINATION,BUBBLER & TAP,-27.4624454,153.0146013,501443,6962343
PADDINGTON,PETRIE TERRACE,D0070,HARDGRAVE PARK,12633,BALANCE OF PARK,91022,TAP COMBINATION,BUBBLER & TAP,-27.4624074,153.0147448,501457,6962347
PADDINGTON,PETRIE TERRACE,D0070,HARDGRAVE PARK,12633,BALANCE OF PARK,91019,TAP COMBINATION,BUBBLER & TAP,-27.4617858,153.0148344,501466,6962416
CENTRAL,BRISBANE CITY,D0104,E. E. MCCORMICK PLACE,12498,BALANCE OF PARK,132612,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4670588,153.0150017,501482,6961832
CENTRAL,BRISBANE CITY,D0104,E. E. MCCORMICK PLACE,12498,BALANCE OF PARK,141261,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4663250,153.0154095,501522,6961913
PADDINGTON,KELVIN GROVE,D0197,BANCROFT PARK,24067,BANCROFT PK PICNIC AREA,44297,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4440935,153.0057503,500568,6964376
PADDINGTON,KELVIN GROVE,D0197,BANCROFT PARK,12464,BANCROFT PK DOG OFF LEASH AREA,30712,TAP COMBINATION,BUBBLER,-27.4435133,153.0063338,500626,6964440
PADDINGTON,KELVIN GROVE,D0744,MARSHALL PARK,12443,MARSHALL PK PLAYGROUND,44333,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4536073,153.0113816,501125,6963322
MARCHANT,GORDON PARK,D0248,AMELIA PARK,34880,SWAN ST FITNESS STATION,180960,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN DISABLED ACCESSIBLE,-27.4147277,153.0340760,503368,6967628
PADDINGTON,MILTON,D0477,MILTON PARK,19754,MILTON PK PICNIC AREA,42986,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,-27.4706585,153.0010532,500104,6961433
PADDINGTON,MILTON,D0477,MILTON PARK,19749,MILTON PK DOG OFF LEASH AREA,30673,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL NERIDA LANE HALF",-27.4712593,153.0011053,500109,6961367
PADDINGTON,MILTON,D1639,PARK ROAD PARK,19651,BALANCE OF PARK,110643,BUBBLER/DRINKING FOUNTAIN,CONE TYPE,-27.4706972,153.0042119,500416,6961429
PADDINGTON,MILTON,D2112,BEDGOOD PARK,22823,TOILET PUBLIC,172951,BUBBLER/DRINKING FOUNTAIN,DIABLED ACCESS BUBBLER,-27.4625067,153.0052645,500520,6962336
PULLENVALE,MOUNT COOT-THA,D0249,MT COOT-THA RESERVE,19963,MT COOT-THA SUMMIT LOOKOUT,10371,TAP COMBINATION,DRINKING FOUNTAIN TAP & DOG BOWL,-27.4848220,152.9588531,495935,6959864
PULLENVALE,MOUNT COOT-THA,D0249,MT COOT-THA RESERVE,19963,MT COOT-THA SUMMIT LOOKOUT,10371,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN TAP & DOG BOWL,-27.4848220,152.9588531,495935,6959864
PULLENVALE,MOUNT COOT-THA,D0249,MT COOT-THA RESERVE,19945,HOOP PINE TOILET,25704,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4678689,152.9697299,497009,6961742
PULLENVALE,MOUNT COOT-THA,D0249,MT COOT-THA RESERVE,21583,GAP CREEK PICNIC AREA,47956,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4786705,152.9290065,492986,6960544
PULLENVALE,MOUNT COOT-THA,D0249,MT COOT-THA RESERVE,19957,RANGE VIEW PICNIC AREA,150141,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4699351,152.9416191,494232,6961512
PULLENVALE,MOUNT COOT-THA,D0249,MT COOT-THA RESERVE,19941,GREY GUM PICNIC AREA,33616,TAP COMBINATION,BUBBLER & TAP,-27.4679802,152.9442858,494495,6961729
PULLENVALE,MOUNT COOT-THA,D0249,MT COOT-THA RESERVE,19941,GREY GUM PICNIC AREA,28810,TAP COMBINATION,BUBBLER & TAP,-27.4680052,152.9447092,494537,6961726
PULLENVALE,MOUNT COOT-THA,D0249,MT COOT-THA RESERVE,19946,THE HUT ENVIRONMENTAL CENTRE,155250,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4934083,152.9452346,494590,6958912
PULLENVALE,MOUNT COOT-THA,D0249,MT COOT-THA RESERVE,19954,GOLD MINE PICNIC AREA,150110,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4747286,152.9457566,494641,6960981
PULLENVALE,MOUNT COOT-THA,D0249,MT COOT-THA RESERVE,19960,SIMPSON FALLS PICNIC AREA,150435,TAP COMBINATION,BUBBLER & TAP,-27.4670584,152.9572952,495781,6961831
PULLENVALE,MOUNT COOT-THA,D0249,MT COOT-THA RESERVE,19960,SIMPSON FALLS PICNIC AREA,150429,TAP COMBINATION,BUBBLER & TAP,-27.4675083,152.9574021,495791,6961781
PULLENVALE,MOUNT COOT-THA,D0249,MT COOT-THA RESERVE,19960,SIMPSON FALLS PICNIC AREA,150421,TAP COMBINATION,BUBBLER & TAP,-27.4675358,152.9582000,495870,6961778
PULLENVALE,MOUNT COOT-THA,D0249,MT COOT-THA RESERVE,19960,SIMPSON FALLS PICNIC AREA,150408,TAP COMBINATION,BUBBLER & TAP,-27.4663894,152.9583393,495884,6961905
PULLENVALE,MOUNT COOT-THA,D0249,MT COOT-THA RESERVE,19960,SIMPSON FALLS PICNIC AREA,150414,TAP COMBINATION,BUBBLER & TAP,-27.4669781,152.9585197,495902,6961840
PULLENVALE,MOUNT COOT-THA,D0249,MT COOT-THA RESERVE,19960,SIMPSON FALLS PICNIC AREA,150475,TAP COMBINATION,BUBBLER & TAP,-27.4666319,152.9587628,495926,6961879
PULLENVALE,MOUNT COOT-THA,D0249,MT COOT-THA RESERVE,19960,SIMPSON FALLS PICNIC AREA,150407,TAP COMBINATION,BUBBLER & TAP,-27.4663447,152.9587876,495928,6961910
PULLENVALE,MOUNT COOT-THA,D0249,MT COOT-THA RESERVE,19960,SIMPSON FALLS PICNIC AREA,150479,TAP COMBINATION,BUBBLER & TAP,-27.4659524,152.9589152,495941,6961954
PULLENVALE,MOUNT COOT-THA,D0249,MT COOT-THA RESERVE,22283,SUMMIT & HOVEA TRACKS,136555,TAP COMBINATION,BUBBLER TAP & DOG BOWL,-27.4819828,152.9599544,496044,6960178
PULLENVALE,MOUNT COOT-THA,D0249,MT COOT-THA RESERVE,22283,SUMMIT & HOVEA TRACKS,136597,TAP COMBINATION,BUBBLER & TAP,-27.4811636,152.9602487,496073,6960269
PULLENVALE,MOUNT COOT-THA,D0249,MT COOT-THA RESERVE,22283,SUMMIT & HOVEA TRACKS,136591,TAP COMBINATION,BUBBLER & TAP,-27.4797226,152.9614859,496195,6960429
PULLENVALE,MOUNT COOT-THA,D0249,MT COOT-THA RESERVE,19381,SIMPSON FALLS ACCESS & CAR PARKING,150379,TAP COMBINATION,BUBBLER & TAP,-27.4658215,152.9628822,496333,6961968
PULLENVALE,MOUNT COOT-THA,D0249,MT COOT-THA RESERVE,22283,SUMMIT & HOVEA TRACKS,136590,TAP COMBINATION,BUBBLER & TAP,-27.4791655,152.9628809,496333,6960490
PULLENVALE,MOUNT COOT-THA,D0249,MT COOT-THA RESERVE,22283,SUMMIT & HOVEA TRACKS,136551,TAP COMBINATION,BUBBLER & TAP,-27.4769794,152.9633984,496384,6960733
PULLENVALE,MOUNT COOT-THA,D0249,MT COOT-THA RESERVE,26924,SUMMIT TRACK PICNIC AREA,150538,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4748363,152.9640476,496448,6960970
PULLENVALE,MOUNT COOT-THA,D0249,MT COOT-THA RESERVE,30844,SIMPSON FALLS ENTRANCE PICNIC AREA,150371,TAP COMBINATION,BUBBLER & TAP,-27.4661739,152.9642418,496467,6961929
PULLENVALE,MOUNT COOT-THA,D0249,MT COOT-THA RESERVE,30844,SIMPSON FALLS ENTRANCE PICNIC AREA,150370,TAP COMBINATION,BUBBLER & TAP,-27.4662242,152.9649228,496534,6961924
PULLENVALE,MOUNT COOT-THA,D0249,MT COOT-THA RESERVE,24447,SLAUGHTER FALLS UPPER PICNIC AREA,136347,TAP COMBINATION,BUBBLER & TAP,-27.4742433,152.9654291,496585,6961036
PULLENVALE,MOUNT COOT-THA,D0249,MT COOT-THA RESERVE,24447,SLAUGHTER FALLS UPPER PICNIC AREA,136367,TAP COMBINATION,BUBBLER & TAP,-27.4740748,152.9656837,496610,6961054
PULLENVALE,MOUNT COOT-THA,D0249,MT COOT-THA RESERVE,22243,TOOWONG/TARINGA BUSHLAND,26348,TAP COMBINATION,BUBBLER & TAP,-27.4892621,152.9673437,496774,6959372
PULLENVALE,MOUNT COOT-THA,D0249,MT COOT-THA RESERVE,19959,SILKY OAK PICNIC AREA,48001,TAP COMBINATION,BUBBLER & TAP,-27.4666137,152.9679975,496838,6961881
PULLENVALE,MOUNT COOT-THA,D0249,MT COOT-THA RESERVE,29407,BOOKING SITE 1 SLAUGHTER FALLS PICNIC AREA,136465,TAP COMBINATION,BUBBLER & TAP,-27.4730268,152.9683260,496871,6961171
PULLENVALE,MOUNT COOT-THA,D0249,MT COOT-THA RESERVE,19947,J C SLAUGHTER FALLS TOILET (ENTRANCE),136455,TAP COMBINATION,BUBBLER & TAP,-27.4715206,152.9706881,497104,6961337
PULLENVALE,MOUNT COOT-THA,D0249,MT COOT-THA RESERVE,19949,J C SLAUGHTER FALLS PICNIC AREA (LOWER),136501,TAP COMBINATION,DISABLED DRINKING FOUNTAIN TAP DOG BOWL,-27.4718403,152.9709604,497131,6961302
PADDINGTON,PADDINGTON,D0174,NEAL MACROSSAN PLAYGROUND PARK,12460,NEAL MACROSSAN PK PICNIC AREA,12384,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4620485,153.0103031,501018,6962387
PADDINGTON,PADDINGTON,D0174,NEAL MACROSSAN PLAYGROUND PARK,12455,NEAL MACROSSAN PK DOG OFF LEASH AREA,34601,TAP COMBINATION,BUBBLER & TAP,-27.4620727,153.0099953,500988,6962384
PADDINGTON,PADDINGTON,D0174,NEAL MACROSSAN PLAYGROUND PARK,12455,NEAL MACROSSAN PK DOG OFF LEASH AREA,30029,TAP COMBINATION,BUBBLER & TAP,-27.4623417,153.0101513,501003,6962354
PADDINGTON,PADDINGTON,D0174,NEAL MACROSSAN PLAYGROUND PARK,12452,CAROLINE ST TENNIS & BASKETBALL FACILITY,111229,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4623251,153.0105769,501045,6962356
PADDINGTON,PADDINGTON,D0174,NEAL MACROSSAN PLAYGROUND PARK,12462,PADDINGTON SKATE FACILITY,111947,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4625839,153.0108379,501071,6962328
PADDINGTON,MILTON,D0478,GREGORY PARK,19746,GREGORY PK PICNIC AREA,42941,TAP COMBINATION,BUBBLER & TAP,-27.4662066,152.9990452,499906,6961926
PADDINGTON,PADDINGTON,D0912,ITHACA MEMORIAL PARK (ROAD RESERVE),13388,ITHACA MEMORIAL PRECINCT,132634,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4585004,153.0005543,500055,6962780
PADDINGTON,PADDINGTON,D0978,TRAMMIES CORNER PARK,12425,BALANCE OF PARK,20234,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4585421,152.9945514,499462,6962775
PADDINGTON,PADDINGTON,D1318,SWEETMAN STREET PARK,12384,BALANCE OF PARK,27140,TAP COMBINATION,BUBBLER & TAP,-27.4595879,153.0108737,501074,6962659
PADDINGTON,PADDINGTON,D1393,BAROONA ROAD PARK (ROAD RESERVE),12395,BALANCE OF PARK,132548,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4653125,152.9926073,499270,6962025
PADDINGTON,RED HILL,D0701,BRIDGE STREET PARK,12451,BRIDGE ST ACTIVITY SPACE,28769,TAP COMBINATION,BUBBLER & TAP,-27.4468206,153.0008400,500083,6964074
WALTER TAYLOR,TARINGA,D0481,OAKMAN PARK,15410,OAKMAN PK PLAYGROUND,88192,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4883164,152.9850665,498525,6959477
WALTER TAYLOR,MOUNT COOT-THA,D0467,ANZAC PARK,19825,ANZAC PK PLAYGROUND,32135,TAP COMBINATION,BUBBLER 2 TAPS & DOG BOWL,-27.4804968,152.9768579,497714,6960343
WALTER TAYLOR,MOUNT COOT-THA,D0467,ANZAC PARK,19819,ANZAC PK DOG OFF LEASH AREA,176708,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.4802916,152.9770653,497734,6960366
WALTER TAYLOR,MOUNT COOT-THA,D0467,ANZAC PARK,19820,BALANCE OF PARK,44965,TAP COMBINATION,BUBBLER 2 TAPS & DOG BOWL,-27.4799085,152.9772507,497753,6960408
WALTER TAYLOR,MOUNT COOT-THA,D0467,ANZAC PARK,19819,ANZAC PK DOG OFF LEASH AREA,29837,TAP COMBINATION,BUBBLER & TAP,-27.4791748,152.9795869,497983,6960490
WALTER TAYLOR,MOUNT COOT-THA,D0467,ANZAC PARK,19820,BALANCE OF PARK,176720,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4805298,152.9819866,498220,6960340
WALTER TAYLOR,MOUNT COOT-THA,D0467,ANZAC PARK,19820,BALANCE OF PARK,176723,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4797429,152.9821211,498234,6960427
PADDINGTON,TOOWONG,D0471,TOOWONG MEMORIAL PARK,19799,SYLVAN RD PLAYGROUND & HALF COURT,177920,TAP COMBINATION,BUBBLER & TAP,-27.4806331,152.9920604,499216,6960328
PADDINGTON,TOOWONG,D0471,TOOWONG MEMORIAL PARK,19798,SYLVAN RD MEMORIAL & AVENUE OF PALMS,178415,TAP COMBINATION,BUBBLER & TAP,-27.4812440,152.9939245,499400,6960261
PADDINGTON,TOOWONG,D0471,TOOWONG MEMORIAL PARK,19792,DIXON ST PLAYGROUND & HALF COURT,12699,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4779672,152.9955544,499561,6960624
WALTER TAYLOR,TOOWONG,D0483,WESTBROOK PARK,29847,WESTBROOK PK PICNIC AREA,166240,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4867554,152.9770851,497736,6959650
PULLENVALE,MOUNT COOT-THA,D0647,MT COOT-THA BOTANIC GARDEN,19695,BALANCE OF PARK,2066,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4772671,152.9730813,497341,6960701
PULLENVALE,MOUNT COOT-THA,D0647,MT COOT-THA BOTANIC GARDEN,19695,BALANCE OF PARK,24781,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4778230,152.9744063,497472,6960639
PULLENVALE,MOUNT COOT-THA,D0647,MT COOT-THA BOTANIC GARDEN,19706,EXOTIC RAINFOREST,139319,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4768413,152.9758718,497616,6960748
PULLENVALE,MOUNT COOT-THA,D0647,MT COOT-THA BOTANIC GARDEN,19695,BALANCE OF PARK,139386,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4778737,152.9760340,497632,6960634
PULLENVALE,MOUNT COOT-THA,D0647,MT COOT-THA BOTANIC GARDEN,19695,BALANCE OF PARK,2062,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4772117,152.9760386,497633,6960707
PULLENVALE,MOUNT COOT-THA,D0647,MT COOT-THA BOTANIC GARDEN,19695,BALANCE OF PARK,2063,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4760047,152.9765782,497686,6960841
PULLENVALE,MOUNT COOT-THA,D0647,MT COOT-THA BOTANIC GARDEN,19695,BALANCE OF PARK,138899,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4772322,152.9766789,497696,6960705
PULLENVALE,MOUNT COOT-THA,D0647,MT COOT-THA BOTANIC GARDEN,19695,BALANCE OF PARK,2064,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4765951,152.9767232,497700,6960775
PULLENVALE,MOUNT COOT-THA,D0647,MT COOT-THA BOTANIC GARDEN,19701,SIR THOMAS BRISBANE PLANETARIUM,137106,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4755383,152.9767687,497705,6960893
PULLENVALE,MOUNT COOT-THA,D0647,MT COOT-THA BOTANIC GARDEN,19694,JAPANESE GARDEN,139363,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4772520,152.9772957,497757,6960703
PULLENVALE,MOUNT COOT-THA,D0647,MT COOT-THA BOTANIC GARDEN,19685,ARID REGION PLANTS,2065,BUBBLER/DRINKING FOUNTAIN,BUBBLER - DISABLED ACCESS,-27.4767258,152.9782473,497851,6960761
PULLENVALE,MOUNT COOT-THA,D0647,MT COOT-THA BOTANIC GARDEN,19685,ARID REGION PLANTS,137702,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4759533,152.9783067,497857,6960847
PULLENVALE,MOUNT COOT-THA,D0647,MT COOT-THA BOTANIC GARDEN,19704,DEMONSTRATION GARDEN,138073,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4766995,152.9788816,497914,6960764
PULLENVALE,MOUNT COOT-THA,D0647,MT COOT-THA BOTANIC GARDEN,19686,AUSTRALIAN RAINFOREST (MT COOT-THA RD),136841,TAP COMBINATION,BUBBLER & TAP,-27.4750901,152.9762603,497655,6960942
PULLENVALE,MOUNT COOT-THA,D0647,MT COOT-THA BOTANIC GARDEN,25206,AUSTRALIAN RAINFOREST,158828,TAP COMBINATION,BUBBLER & TAP,-27.4792318,152.9697476,497011,6960483
PULLENVALE,MOUNT COOT-THA,D0647,MT COOT-THA BOTANIC GARDEN,31777,WESTERN LAKE & WETLANDS,158603,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4803840,152.9701246,497049,6960356
PULLENVALE,MOUNT COOT-THA,D0647,MT COOT-THA BOTANIC GARDEN,25206,AUSTRALIAN RAINFOREST,158606,TAP COMBINATION,BUBBLER & TAP,-27.4800050,152.9702767,497064,6960398
PULLENVALE,MOUNT COOT-THA,D0647,MT COOT-THA BOTANIC GARDEN,25206,AUSTRALIAN RAINFOREST,160307,TAP COMBINATION,BUBBLER & TAP,-27.4792631,152.9709246,497128,6960480
PULLENVALE,MOUNT COOT-THA,D0647,MT COOT-THA BOTANIC GARDEN,25206,AUSTRALIAN RAINFOREST,157977,TAP COMBINATION,BUBBLER & TAP,-27.4794447,152.9712876,497163,6960460
PULLENVALE,MOUNT COOT-THA,D0647,MT COOT-THA BOTANIC GARDEN,25206,AUSTRALIAN RAINFOREST,158226,TAP COMBINATION,BUBBLER & TAP,-27.4785208,152.9714439,497179,6960562
PULLENVALE,MOUNT COOT-THA,D0647,MT COOT-THA BOTANIC GARDEN,25206,AUSTRALIAN RAINFOREST,157667,TAP COMBINATION,BUBBLER & TAP,-27.4779912,152.9720263,497236,6960621
